date,district,inflow,outflow,net_migration
2025-03-28,Hyderabad,1.0,0.0,1.0
2025-03-28,Kavaratti,0.0,1.0,-1.0
2025-03-28,Kochi,1.0,0.0,1.0
2025-03-28,Meerut,1.0,0.0,1.0
2025-03-28,Mumbai,0.0,1.0,-1.0
2025-03-28,Mysuru,0.0,1.0,-1.0
2025-03-28,Nagpur,0.0,1.0,-1.0
2025-03-28,Panaji,0.0,1.0,-1.0
2025-03-28,Patna,1.0,1.0,0.0
2025-03-28,Pune,1.0,1.0,0.0
2025-03-28,Raipur,1.0,0.0,1.0
2025-03-28,Shillong,1.0,0.0,1.0
2025-03-28,Shimla,0.0,1.0,-1.0
2025-03-28,Srinagar,0.0,1.0,-1.0
2025-03-28,Surat,1.0,0.0,1.0
2025-03-28,Visakhapatnam,0.0,1.0,-1.0
2025-03-28,Warangal,1.0,0.0,1.0
2025-03-29,Agartala,1.0,0.0,1.0
2025-03-29,Bhubaneswar,0.0,1.0,-1.0
2025-03-29,Chandigarh,1.0,0.0,1.0
2025-03-29,Chennai,0.0,2.0,-2.0
2025-03-29,Coimbatore,0.0,1.0,-1.0
2025-03-29,Cuttack,1.0,0.0,1.0
2025-03-29,Dehradun,2.0,1.0,1.0
2025-03-29,Faridabad,1.0,0.0,1.0
2025-03-29,Gurugram,2.0,1.0,1.0
2025-03-29,Imphal,1.0,0.0,1.0
2025-03-29,Jaipur,1.0,2.0,-1.0
2025-03-29,Jammu,1.0,0.0,1.0
2025-03-29,Kanpur,1.0,0.0,1.0
2025-03-29,Kochi,0.0,2.0,-2.0
2025-03-29,Kohima,2.0,1.0,1.0
2025-03-29,Lucknow,0.0,2.0,-2.0
2025-03-29,Ludhiana,0.0,1.0,-1.0
2025-03-29,Meerut,1.0,1.0,0.0
2025-03-29,Mysuru,0.0,1.0,-1.0
2025-03-29,Panaji,1.0,0.0,1.0
2025-03-29,Shillong,1.0,0.0,1.0
2025-03-29,Srinagar,1.0,1.0,0.0
2025-03-29,Vijayawada,1.0,0.0,1.0
2025-03-29,Visakhapatnam,0.0,1.0,-1.0
2025-03-29,Warangal,0.0,1.0,-1.0
2025-03-30,Bengaluru,0.0,1.0,-1.0
2025-03-30,Bhopal,0.0,1.0,-1.0
2025-03-30,Chennai,1.0,0.0,1.0
2025-03-30,Faridabad,0.0,1.0,-1.0
2025-03-30,Gurugram,2.0,0.0,2.0
2025-03-30,Haridwar,0.0,1.0,-1.0
2025-03-30,Hyderabad,1.0,0.0,1.0
2025-03-30,Itanagar,0.0,1.0,-1.0
2025-03-30,Jodhpur,1.0,0.0,1.0
2025-03-30,Kanpur,1.0,0.0,1.0
2025-03-30,Kavaratti,0.0,1.0,-1.0
2025-03-30,Kochi,0.0,1.0,-1.0
2025-03-30,Leh,1.0,0.0,1.0
2025-03-30,Lucknow,1.0,0.0,1.0
2025-03-30,Meerut,1.0,1.0,0.0
2025-03-30,Nagpur,1.0,0.0,1.0
2025-03-30,Panaji,0.0,1.0,-1.0
2025-03-30,Port Blair,0.0,1.0,-1.0
2025-03-30,Pune,1.0,0.0,1.0
2025-03-30,Raipur,0.0,1.0,-1.0
2025-03-30,Ranchi,0.0,1.0,-1.0
2025-03-30,Varanasi,0.0,1.0,-1.0
2025-03-30,Vijayawada,1.0,0.0,1.0
2025-03-30,Visakhapatnam,1.0,0.0,1.0
2025-03-31,Bengaluru,0.0,1.0,-1.0
2025-03-31,Bhubaneswar,2.0,0.0,2.0
2025-03-31,Chandigarh,2.0,1.0,1.0
2025-03-31,Coimbatore,0.0,1.0,-1.0
2025-03-31,Cuttack,0.0,1.0,-1.0
2025-03-31,Faridabad,0.0,1.0,-1.0
2025-03-31,Gangtok,0.0,1.0,-1.0
2025-03-31,Gaya,1.0,0.0,1.0
2025-03-31,Guwahati,0.0,1.0,-1.0
2025-03-31,Haridwar,0.0,1.0,-1.0
2025-03-31,Hyderabad,1.0,0.0,1.0
2025-03-31,Imphal,0.0,1.0,-1.0
2025-03-31,Jodhpur,1.0,1.0,0.0
2025-03-31,Kanpur,1.0,1.0,0.0
2025-03-31,Kavaratti,2.0,0.0,2.0
2025-03-31,Kochi,1.0,0.0,1.0
2025-03-31,Kolkata,0.0,1.0,-1.0
2025-03-31,Ludhiana,0.0,1.0,-1.0
2025-03-31,Nagpur,1.0,0.0,1.0
2025-03-31,Patna,1.0,0.0,1.0
2025-03-31,Pune,1.0,0.0,1.0
2025-03-31,Shimla,0.0,1.0,-1.0
2025-03-31,Siliguri,1.0,0.0,1.0
2025-03-31,Surat,0.0,1.0,-1.0
2025-04-01,Agartala,0.0,1.0,-1.0
2025-04-01,Ahmedabad,1.0,1.0,0.0
2025-04-01,Aizawl,1.0,0.0,1.0
2025-04-01,Amritsar,1.0,0.0,1.0
2025-04-01,Bhopal,2.0,1.0,1.0
2025-04-01,Bhubaneswar,1.0,0.0,1.0
2025-04-01,Dehradun,1.0,0.0,1.0
2025-04-01,Faridabad,1.0,0.0,1.0
2025-04-01,Gaya,2.0,0.0,2.0
2025-04-01,Hyderabad,1.0,0.0,1.0
2025-04-01,Imphal,1.0,1.0,0.0
2025-04-01,Indore,0.0,1.0,-1.0
2025-04-01,Itanagar,3.0,0.0,3.0
2025-04-01,Jaipur,1.0,2.0,-1.0
2025-04-01,Jammu,1.0,0.0,1.0
2025-04-01,Jodhpur,0.0,1.0,-1.0
2025-04-01,Kanpur,0.0,2.0,-2.0
2025-04-01,Kavaratti,1.0,0.0,1.0
2025-04-01,Kochi,2.0,0.0,2.0
2025-04-01,Kohima,0.0,1.0,-1.0
2025-04-01,Kolkata,0.0,1.0,-1.0
2025-04-01,Ludhiana,0.0,1.0,-1.0
2025-04-01,Meerut,0.0,2.0,-2.0
2025-04-01,Mumbai,0.0,1.0,-1.0
2025-04-01,Pune,1.0,0.0,1.0
2025-04-01,Raipur,0.0,1.0,-1.0
2025-04-01,Siliguri,1.0,0.0,1.0
2025-04-01,Srinagar,0.0,2.0,-2.0
2025-04-01,Varanasi,0.0,1.0,-1.0
2025-04-01,Vijayawada,0.0,1.0,-1.0
2025-04-01,Warangal,0.0,1.0,-1.0
2025-04-02,Agartala,0.0,1.0,-1.0
2025-04-02,Ahmedabad,1.0,1.0,0.0
2025-04-02,Amritsar,1.0,0.0,1.0
2025-04-02,Bhopal,3.0,0.0,3.0
2025-04-02,Bhubaneswar,1.0,0.0,1.0
2025-04-02,Gangtok,0.0,1.0,-1.0
2025-04-02,Gurugram,1.0,0.0,1.0
2025-04-02,Haridwar,1.0,0.0,1.0
2025-04-02,Hyderabad,0.0,1.0,-1.0
2025-04-02,Jaipur,1.0,0.0,1.0
2025-04-02,Jamshedpur,0.0,1.0,-1.0
2025-04-02,Jodhpur,1.0,0.0,1.0
2025-04-02,Kavaratti,1.0,0.0,1.0
2025-04-02,Kochi,0.0,1.0,-1.0
2025-04-02,Kohima,0.0,1.0,-1.0
2025-04-02,Kolkata,0.0,1.0,-1.0
2025-04-02,Lucknow,0.0,2.0,-2.0
2025-04-02,Pune,0.0,1.0,-1.0
2025-04-02,Raipur,1.0,0.0,1.0
2025-04-02,Ranchi,1.0,0.0,1.0
2025-04-02,Shillong,1.0,1.0,0.0
2025-04-02,Shimla,0.0,1.0,-1.0
2025-04-02,Siliguri,1.0,0.0,1.0
2025-04-02,Srinagar,0.0,1.0,-1.0
2025-04-02,Thiruvananthapuram,0.0,1.0,-1.0
2025-04-03,Ahmedabad,0.0,1.0,-1.0
2025-04-03,Amritsar,0.0,1.0,-1.0
2025-04-03,Bengaluru,2.0,0.0,2.0
2025-04-03,Bhopal,1.0,0.0,1.0
2025-04-03,Bhubaneswar,1.0,1.0,0.0
2025-04-03,Chennai,0.0,1.0,-1.0
2025-04-03,Coimbatore,2.0,0.0,2.0
2025-04-03,Gurugram,0.0,2.0,-2.0
2025-04-03,Haridwar,0.0,1.0,-1.0
2025-04-03,Indore,0.0,1.0,-1.0
2025-04-03,Jamshedpur,0.0,1.0,-1.0
2025-04-03,Jodhpur,0.0,1.0,-1.0
2025-04-03,Kohima,1.0,0.0,1.0
2025-04-03,Leh,0.0,1.0,-1.0
2025-04-03,Lucknow,1.0,0.0,1.0
2025-04-03,Mumbai,0.0,1.0,-1.0
2025-04-03,Panaji,1.0,2.0,-1.0
2025-04-03,Patna,1.0,0.0,1.0
2025-04-03,Port Blair,1.0,0.0,1.0
2025-04-03,Raipur,1.0,0.0,1.0
2025-04-03,Shimla,2.0,1.0,1.0
2025-04-03,Surat,0.0,2.0,-2.0
2025-04-03,Varanasi,2.0,0.0,2.0
2025-04-03,Vijayawada,2.0,0.0,2.0
2025-04-03,Visakhapatnam,1.0,2.0,-1.0
2025-04-04,Aizawl,1.0,0.0,1.0
2025-04-04,Bhopal,1.0,0.0,1.0
2025-04-04,Bhubaneswar,0.0,1.0,-1.0
2025-04-04,Chandigarh,0.0,1.0,-1.0
2025-04-04,Cuttack,1.0,0.0,1.0
2025-04-04,Dehradun,2.0,0.0,2.0
2025-04-04,Faridabad,0.0,1.0,-1.0
2025-04-04,Gangtok,0.0,1.0,-1.0
2025-04-04,Gaya,0.0,1.0,-1.0
2025-04-04,Indore,0.0,1.0,-1.0
2025-04-04,Itanagar,1.0,0.0,1.0
2025-04-04,Jaipur,1.0,0.0,1.0
2025-04-04,Jodhpur,0.0,1.0,-1.0
2025-04-04,Kanpur,0.0,1.0,-1.0
2025-04-04,Kavaratti,1.0,0.0,1.0
2025-04-04,Kochi,1.0,0.0,1.0
2025-04-04,Leh,1.0,1.0,0.0
2025-04-04,Ludhiana,0.0,1.0,-1.0
2025-04-04,Mumbai,0.0,1.0,-1.0
2025-04-04,Nagpur,1.0,0.0,1.0
2025-04-04,Ranchi,0.0,2.0,-2.0
2025-04-04,Shillong,1.0,0.0,1.0
2025-04-04,Siliguri,1.0,0.0,1.0
2025-04-04,Srinagar,0.0,1.0,-1.0
2025-04-04,Thiruvananthapuram,1.0,0.0,1.0
2025-04-05,Agartala,1.0,0.0,1.0
2025-04-05,Ahmedabad,1.0,0.0,1.0
2025-04-05,Aizawl,2.0,1.0,1.0
2025-04-05,Bhubaneswar,3.0,2.0,1.0
2025-04-05,Chennai,1.0,1.0,0.0
2025-04-05,Coimbatore,0.0,1.0,-1.0
2025-04-05,Cuttack,0.0,1.0,-1.0
2025-04-05,Dehradun,1.0,0.0,1.0
2025-04-05,Gangtok,1.0,0.0,1.0
2025-04-05,Imphal,0.0,1.0,-1.0
2025-04-05,Indore,0.0,1.0,-1.0
2025-04-05,Jodhpur,0.0,1.0,-1.0
2025-04-05,Kohima,0.0,2.0,-2.0
2025-04-05,Meerut,0.0,1.0,-1.0
2025-04-05,Mumbai,1.0,0.0,1.0
2025-04-05,Shimla,1.0,0.0,1.0
2025-04-05,Surat,0.0,1.0,-1.0
2025-04-05,Vijayawada,1.0,0.0,1.0
2025-04-06,Agartala,2.0,0.0,2.0
2025-04-06,Amritsar,1.0,0.0,1.0
2025-04-06,Bhopal,0.0,1.0,-1.0
2025-04-06,Bhubaneswar,0.0,1.0,-1.0
2025-04-06,Chennai,1.0,0.0,1.0
2025-04-06,Coimbatore,1.0,0.0,1.0
2025-04-06,Cuttack,0.0,1.0,-1.0
2025-04-06,Gangtok,1.0,0.0,1.0
2025-04-06,Gaya,1.0,0.0,1.0
2025-04-06,Hyderabad,1.0,0.0,1.0
2025-04-06,Indore,0.0,2.0,-2.0
2025-04-06,Jaipur,1.0,0.0,1.0
2025-04-06,Jammu,0.0,1.0,-1.0
2025-04-06,Jodhpur,1.0,0.0,1.0
2025-04-06,Kanpur,0.0,1.0,-1.0
2025-04-06,Kochi,0.0,1.0,-1.0
2025-04-06,Kohima,0.0,1.0,-1.0
2025-04-06,Kolkata,1.0,0.0,1.0
2025-04-06,Leh,1.0,0.0,1.0
2025-04-06,Lucknow,1.0,0.0,1.0
2025-04-06,Mumbai,1.0,0.0,1.0
2025-04-06,Patna,0.0,1.0,-1.0
2025-04-06,Port Blair,0.0,2.0,-2.0
2025-04-06,Pune,0.0,1.0,-1.0
2025-04-06,Ranchi,2.0,0.0,2.0
2025-04-06,Shillong,0.0,2.0,-2.0
2025-04-06,Shimla,2.0,0.0,2.0
2025-04-06,Siliguri,0.0,1.0,-1.0
2025-04-06,Srinagar,0.0,1.0,-1.0
2025-04-06,Visakhapatnam,0.0,1.0,-1.0
2025-04-07,Ahmedabad,0.0,1.0,-1.0
2025-04-07,Aizawl,4.0,0.0,4.0
2025-04-07,Bhubaneswar,0.0,3.0,-3.0
2025-04-07,Chandigarh,1.0,0.0,1.0
2025-04-07,Chennai,0.0,1.0,-1.0
2025-04-07,Coimbatore,1.0,0.0,1.0
2025-04-07,Faridabad,0.0,1.0,-1.0
2025-04-07,Gaya,0.0,1.0,-1.0
2025-04-07,Gurugram,0.0,1.0,-1.0
2025-04-07,Guwahati,1.0,0.0,1.0
2025-04-07,Haridwar,2.0,1.0,1.0
2025-04-07,Hyderabad,2.0,1.0,1.0
2025-04-07,Imphal,0.0,1.0,-1.0
2025-04-07,Itanagar,0.0,1.0,-1.0
2025-04-07,Jaipur,0.0,1.0,-1.0
2025-04-07,Jodhpur,0.0,1.0,-1.0
2025-04-07,Kanpur,2.0,0.0,2.0
2025-04-07,Kochi,1.0,0.0,1.0
2025-04-07,Kohima,0.0,1.0,-1.0
2025-04-07,Kolkata,1.0,1.0,0.0
2025-04-07,Lucknow,1.0,0.0,1.0
2025-04-07,Mumbai,2.0,2.0,0.0
2025-04-07,Nagpur,0.0,1.0,-1.0
2025-04-07,Pune,0.0,1.0,-1.0
2025-04-07,Raipur,2.0,0.0,2.0
2025-04-07,Shimla,1.0,0.0,1.0
2025-04-07,Srinagar,0.0,1.0,-1.0
2025-04-07,Thiruvananthapuram,1.0,0.0,1.0
2025-04-07,Varanasi,0.0,1.0,-1.0
2025-04-08,Agartala,1.0,1.0,0.0
2025-04-08,Aizawl,0.0,1.0,-1.0
2025-04-08,Bengaluru,2.0,0.0,2.0
2025-04-08,Bhopal,0.0,1.0,-1.0
2025-04-08,Bhubaneswar,0.0,1.0,-1.0
2025-04-08,Cuttack,0.0,1.0,-1.0
2025-04-08,Faridabad,1.0,0.0,1.0
2025-04-08,Gangtok,1.0,1.0,0.0
2025-04-08,Gurugram,0.0,3.0,-3.0
2025-04-08,Hyderabad,0.0,1.0,-1.0
2025-04-08,Itanagar,0.0,1.0,-1.0
2025-04-08,Jamshedpur,2.0,1.0,1.0
2025-04-08,Jodhpur,1.0,0.0,1.0
2025-04-08,Kanpur,1.0,0.0,1.0
2025-04-08,Kochi,1.0,0.0,1.0
2025-04-08,Kohima,1.0,1.0,0.0
2025-04-08,Leh,0.0,1.0,-1.0
2025-04-08,Nagpur,2.0,0.0,2.0
2025-04-08,Port Blair,0.0,1.0,-1.0
2025-04-08,Pune,1.0,0.0,1.0
2025-04-08,Ranchi,1.0,1.0,0.0
2025-04-08,Varanasi,0.0,1.0,-1.0
2025-04-08,Vijayawada,1.0,0.0,1.0
2025-04-08,Visakhapatnam,1.0,1.0,0.0
2025-04-08,Warangal,1.0,0.0,1.0
2025-04-09,Agartala,2.0,1.0,1.0
2025-04-09,Aizawl,0.0,1.0,-1.0
2025-04-09,Amritsar,0.0,1.0,-1.0
2025-04-09,Bengaluru,0.0,1.0,-1.0
2025-04-09,Coimbatore,0.0,1.0,-1.0
2025-04-09,Cuttack,1.0,1.0,0.0
2025-04-09,Dehradun,0.0,1.0,-1.0
2025-04-09,Gaya,1.0,0.0,1.0
2025-04-09,Gurugram,1.0,1.0,0.0
2025-04-09,Haridwar,3.0,1.0,2.0
2025-04-09,Jamshedpur,1.0,0.0,1.0
2025-04-09,Jodhpur,1.0,0.0,1.0
2025-04-09,Kochi,0.0,1.0,-1.0
2025-04-09,Leh,0.0,1.0,-1.0
2025-04-09,Ludhiana,0.0,1.0,-1.0
2025-04-09,Mumbai,1.0,1.0,0.0
2025-04-09,Mysuru,0.0,1.0,-1.0
2025-04-09,Port Blair,0.0,1.0,-1.0
2025-04-09,Pune,1.0,0.0,1.0
2025-04-09,Srinagar,1.0,0.0,1.0
2025-04-09,Thiruvananthapuram,2.0,0.0,2.0
2025-04-09,Visakhapatnam,1.0,0.0,1.0
2025-04-09,Warangal,0.0,1.0,-1.0
2025-04-10,Agartala,1.0,0.0,1.0
2025-04-10,Amritsar,1.0,0.0,1.0
2025-04-10,Bhubaneswar,0.0,1.0,-1.0
2025-04-10,Chandigarh,1.0,0.0,1.0
2025-04-10,Chennai,0.0,1.0,-1.0
2025-04-10,Coimbatore,1.0,0.0,1.0
2025-04-10,Cuttack,0.0,1.0,-1.0
2025-04-10,Dehradun,0.0,1.0,-1.0
2025-04-10,Faridabad,0.0,1.0,-1.0
2025-04-10,Gurugram,2.0,0.0,2.0
2025-04-10,Haridwar,0.0,1.0,-1.0
2025-04-10,Jammu,0.0,1.0,-1.0
2025-04-10,Jodhpur,2.0,1.0,1.0
2025-04-10,Kochi,0.0,1.0,-1.0
2025-04-10,Kohima,0.0,1.0,-1.0
2025-04-10,Kolkata,1.0,0.0,1.0
2025-04-10,Ludhiana,1.0,1.0,0.0
2025-04-10,Nagpur,0.0,1.0,-1.0
2025-04-10,Panaji,0.0,1.0,-1.0
2025-04-10,Pune,1.0,0.0,1.0
2025-04-10,Raipur,0.0,1.0,-1.0
2025-04-10,Ranchi,1.0,0.0,1.0
2025-04-10,Shillong,1.0,1.0,0.0
2025-04-10,Thiruvananthapuram,1.0,0.0,1.0
2025-04-10,Varanasi,1.0,0.0,1.0
2025-04-10,Visakhapatnam,1.0,0.0,1.0
2025-04-10,Warangal,0.0,1.0,-1.0
2025-04-11,Bhopal,2.0,0.0,2.0
2025-04-11,Bhubaneswar,1.0,0.0,1.0
2025-04-11,Cuttack,0.0,2.0,-2.0
2025-04-11,Dehradun,2.0,0.0,2.0
2025-04-11,Gangtok,1.0,0.0,1.0
2025-04-11,Gaya,2.0,1.0,1.0
2025-04-11,Gurugram,0.0,1.0,-1.0
2025-04-11,Haridwar,0.0,2.0,-2.0
2025-04-11,Hyderabad,1.0,0.0,1.0
2025-04-11,Imphal,0.0,1.0,-1.0
2025-04-11,Jaipur,0.0,1.0,-1.0
2025-04-11,Jammu,0.0,1.0,-1.0
2025-04-11,Jodhpur,2.0,1.0,1.0
2025-04-11,Kanpur,0.0,1.0,-1.0
2025-04-11,Kavaratti,0.0,3.0,-3.0
2025-04-11,Meerut,1.0,0.0,1.0
2025-04-11,Mumbai,3.0,0.0,3.0
2025-04-11,Nagpur,2.0,0.0,2.0
2025-04-11,Patna,0.0,1.0,-1.0
2025-04-11,Port Blair,0.0,1.0,-1.0
2025-04-11,Pune,0.0,2.0,-2.0
2025-04-11,Raipur,1.0,0.0,1.0
2025-04-11,Shimla,0.0,1.0,-1.0
2025-04-11,Siliguri,1.0,0.0,1.0
2025-04-11,Srinagar,0.0,2.0,-2.0
2025-04-11,Surat,1.0,0.0,1.0
2025-04-11,Varanasi,1.0,0.0,1.0
2025-04-11,Vijayawada,1.0,0.0,1.0
2025-04-11,Warangal,0.0,1.0,-1.0
2025-04-12,Agartala,1.0,0.0,1.0
2025-04-12,Aizawl,0.0,1.0,-1.0
2025-04-12,Bhubaneswar,0.0,1.0,-1.0
2025-04-12,Chennai,1.0,0.0,1.0
2025-04-12,Coimbatore,0.0,1.0,-1.0
2025-04-12,Dehradun,2.0,0.0,2.0
2025-04-12,Gaya,1.0,0.0,1.0
2025-04-12,Gurugram,0.0,2.0,-2.0
2025-04-12,Jaipur,1.0,0.0,1.0
2025-04-12,Jammu,0.0,1.0,-1.0
2025-04-12,Jamshedpur,0.0,1.0,-1.0
2025-04-12,Jodhpur,0.0,1.0,-1.0
2025-04-12,Kolkata,1.0,0.0,1.0
2025-04-12,Leh,2.0,0.0,2.0
2025-04-12,Meerut,1.0,0.0,1.0
2025-04-12,Nagpur,1.0,1.0,0.0
2025-04-12,Panaji,1.0,1.0,0.0
2025-04-12,Pune,0.0,1.0,-1.0
2025-04-12,Raipur,0.0,1.0,-1.0
2025-04-12,Shimla,0.0,1.0,-1.0
2025-04-12,Srinagar,1.0,1.0,0.0
2025-04-12,Surat,1.0,1.0,0.0
2025-04-12,Vijayawada,1.0,0.0,1.0
2025-04-13,Aizawl,0.0,1.0,-1.0
2025-04-13,Bengaluru,1.0,1.0,0.0
2025-04-13,Bhopal,0.0,1.0,-1.0
2025-04-13,Coimbatore,0.0,1.0,-1.0
2025-04-13,Gangtok,0.0,1.0,-1.0
2025-04-13,Gurugram,2.0,3.0,-1.0
2025-04-13,Guwahati,0.0,1.0,-1.0
2025-04-13,Haridwar,2.0,0.0,2.0
2025-04-13,Imphal,0.0,1.0,-1.0
2025-04-13,Itanagar,1.0,0.0,1.0
2025-04-13,Jaipur,1.0,0.0,1.0
2025-04-13,Jammu,0.0,1.0,-1.0
2025-04-13,Kavaratti,0.0,1.0,-1.0
2025-04-13,Port Blair,2.0,0.0,2.0
2025-04-13,Pune,0.0,1.0,-1.0
2025-04-13,Raipur,1.0,0.0,1.0
2025-04-13,Shimla,1.0,0.0,1.0
2025-04-13,Siliguri,1.0,1.0,0.0
2025-04-13,Srinagar,1.0,0.0,1.0
2025-04-13,Vijayawada,1.0,0.0,1.0
2025-04-14,Aizawl,0.0,2.0,-2.0
2025-04-14,Bengaluru,2.0,0.0,2.0
2025-04-14,Bhopal,1.0,0.0,1.0
2025-04-14,Coimbatore,1.0,1.0,0.0
2025-04-14,Gaya,1.0,0.0,1.0
2025-04-14,Gurugram,0.0,1.0,-1.0
2025-04-14,Guwahati,1.0,0.0,1.0
2025-04-14,Haridwar,1.0,0.0,1.0
2025-04-14,Hyderabad,1.0,1.0,0.0
2025-04-14,Imphal,1.0,0.0,1.0
2025-04-14,Jaipur,0.0,1.0,-1.0
2025-04-14,Jamshedpur,0.0,1.0,-1.0
2025-04-14,Jodhpur,1.0,1.0,0.0
2025-04-14,Kochi,0.0,1.0,-1.0
2025-04-14,Kohima,1.0,1.0,0.0
2025-04-14,Leh,1.0,1.0,0.0
2025-04-14,Meerut,0.0,1.0,-1.0
2025-04-14,Port Blair,1.0,1.0,0.0
2025-04-14,Pune,1.0,0.0,1.0
2025-04-14,Shillong,1.0,1.0,0.0
2025-04-14,Siliguri,0.0,1.0,-1.0
2025-04-14,Srinagar,1.0,0.0,1.0
2025-04-14,Varanasi,0.0,1.0,-1.0
2025-04-14,Vijayawada,0.0,1.0,-1.0
2025-04-14,Warangal,2.0,1.0,1.0
2025-04-15,Agartala,1.0,1.0,0.0
2025-04-15,Ahmedabad,0.0,1.0,-1.0
2025-04-15,Aizawl,1.0,0.0,1.0
2025-04-15,Bhopal,0.0,1.0,-1.0
2025-04-15,Chennai,1.0,0.0,1.0
2025-04-15,Coimbatore,0.0,1.0,-1.0
2025-04-15,Cuttack,1.0,0.0,1.0
2025-04-15,Indore,1.0,0.0,1.0
2025-04-15,Jammu,0.0,1.0,-1.0
2025-04-15,Jamshedpur,1.0,0.0,1.0
2025-04-15,Kanpur,1.0,0.0,1.0
2025-04-15,Kochi,0.0,1.0,-1.0
2025-04-15,Kohima,1.0,0.0,1.0
2025-04-15,Ludhiana,0.0,1.0,-1.0
2025-04-15,Nagpur,0.0,1.0,-1.0
2025-04-15,Port Blair,1.0,0.0,1.0
2025-04-15,Raipur,0.0,1.0,-1.0
2025-04-15,Siliguri,1.0,0.0,1.0
2025-04-15,Visakhapatnam,1.0,1.0,0.0
2025-04-15,Warangal,0.0,1.0,-1.0
2025-04-16,Ahmedabad,0.0,1.0,-1.0
2025-04-16,Aizawl,1.0,0.0,1.0
2025-04-16,Bengaluru,0.0,2.0,-2.0
2025-04-16,Bhopal,0.0,1.0,-1.0
2025-04-16,Bhubaneswar,0.0,1.0,-1.0
2025-04-16,Chandigarh,0.0,1.0,-1.0
2025-04-16,Chennai,1.0,0.0,1.0
2025-04-16,Coimbatore,0.0,1.0,-1.0
2025-04-16,Cuttack,0.0,1.0,-1.0
2025-04-16,Imphal,0.0,1.0,-1.0
2025-04-16,Ludhiana,1.0,0.0,1.0
2025-04-16,Meerut,1.0,0.0,1.0
2025-04-16,Mumbai,0.0,1.0,-1.0
2025-04-16,Nagpur,1.0,0.0,1.0
2025-04-16,Patna,1.0,0.0,1.0
2025-04-16,Pune,2.0,0.0,2.0
2025-04-16,Raipur,2.0,0.0,2.0
2025-04-16,Ranchi,1.0,0.0,1.0
2025-04-16,Siliguri,0.0,1.0,-1.0
2025-04-16,Srinagar,2.0,1.0,1.0
2025-04-16,Warangal,0.0,1.0,-1.0
2025-04-17,Bengaluru,0.0,1.0,-1.0
2025-04-17,Chennai,0.0,1.0,-1.0
2025-04-17,Gangtok,2.0,0.0,2.0
2025-04-17,Gurugram,1.0,1.0,0.0
2025-04-17,Haridwar,1.0,0.0,1.0
2025-04-17,Imphal,1.0,1.0,0.0
2025-04-17,Indore,0.0,2.0,-2.0
2025-04-17,Itanagar,0.0,1.0,-1.0
2025-04-17,Kanpur,1.0,1.0,0.0
2025-04-17,Kochi,2.0,0.0,2.0
2025-04-17,Kolkata,1.0,1.0,0.0
2025-04-17,Leh,1.0,0.0,1.0
2025-04-17,Meerut,2.0,0.0,2.0
2025-04-17,Mysuru,0.0,1.0,-1.0
2025-04-17,Pune,0.0,1.0,-1.0
2025-04-17,Raipur,1.0,0.0,1.0
2025-04-17,Thiruvananthapuram,0.0,1.0,-1.0
2025-04-17,Visakhapatnam,0.0,1.0,-1.0
2025-04-17,Warangal,1.0,1.0,0.0
2025-04-18,Amritsar,0.0,1.0,-1.0
2025-04-18,Bhopal,0.0,2.0,-2.0
2025-04-18,Bhubaneswar,1.0,0.0,1.0
2025-04-18,Chandigarh,1.0,0.0,1.0
2025-04-18,Coimbatore,1.0,0.0,1.0
2025-04-18,Faridabad,1.0,0.0,1.0
2025-04-18,Haridwar,1.0,0.0,1.0
2025-04-18,Hyderabad,0.0,1.0,-1.0
2025-04-18,Imphal,1.0,0.0,1.0
2025-04-18,Itanagar,0.0,1.0,-1.0
2025-04-18,Jaipur,1.0,0.0,1.0
2025-04-18,Jamshedpur,0.0,1.0,-1.0
2025-04-18,Jodhpur,0.0,1.0,-1.0
2025-04-18,Leh,1.0,0.0,1.0
2025-04-18,Lucknow,0.0,1.0,-1.0
2025-04-18,Meerut,1.0,1.0,0.0
2025-04-18,Port Blair,0.0,1.0,-1.0
2025-04-18,Thiruvananthapuram,1.0,0.0,1.0
2025-04-19,Cuttack,0.0,1.0,-1.0
2025-04-19,Faridabad,2.0,0.0,2.0
2025-04-19,Gangtok,0.0,2.0,-2.0
2025-04-19,Haridwar,1.0,0.0,1.0
2025-04-19,Itanagar,0.0,1.0,-1.0
2025-04-19,Kavaratti,0.0,1.0,-1.0
2025-04-19,Kochi,1.0,1.0,0.0
2025-04-19,Mumbai,1.0,0.0,1.0
2025-04-19,Panaji,1.0,0.0,1.0
2025-04-19,Raipur,1.0,0.0,1.0
2025-04-19,Shillong,0.0,1.0,-1.0
2025-04-19,Shimla,0.0,1.0,-1.0
2025-04-19,Varanasi,1.0,0.0,1.0
2025-04-20,Ahmedabad,3.0,1.0,2.0
2025-04-20,Bengaluru,0.0,2.0,-2.0
2025-04-20,Chennai,1.0,0.0,1.0
2025-04-20,Coimbatore,0.0,1.0,-1.0
2025-04-20,Cuttack,1.0,1.0,0.0
2025-04-20,Faridabad,1.0,0.0,1.0
2025-04-20,Gaya,1.0,1.0,0.0
2025-04-20,Gurugram,2.0,0.0,2.0
2025-04-20,Guwahati,1.0,1.0,0.0
2025-04-20,Haridwar,1.0,0.0,1.0
2025-04-20,Hyderabad,0.0,1.0,-1.0
2025-04-20,Indore,1.0,0.0,1.0
2025-04-20,Itanagar,1.0,0.0,1.0
